kota_administrasi;kecamatan;kelurahan;rw;tahun;bulan;lama_genangan;tanggal_kejadian;jumlah_tempat_pengungsian;jumlah_luka_ringan;jumlah_luka_berat;ketinggian_air;jumlah_meninggal
Jakarta Utara;Koja;Tugu Selatan;  003;2016;2;20;26, 27;0;0;0; 20;0
Jakarta Utara;Penjaringan;Kapuk Muara;  001;2016;2;10;26;0;0;0; 20;0
;;;;2016;2;;;;;;;
;;;;2016;2;;;;;;;
Jakarta Barat;Kebon Jeruk;Kelapa Dua;002, 004, 008;2016;3;30;01, 12, 13;;;;;
,0.0,0.0,0.0,  10 - 20,0.0;;;;;;;;;;;;
Jakarta Barat;Kebon Jeruk;Kedoya Utara;008;2016;3;10;01;;;;;
,0.0,0.0,0.0,  10 - 30,0.0;;;;;;;;;;;;
Jakarta Barat;Cengkareng;Cengkareng Barat;008, 009, 010, 011,012, 014;2016;3;40;01, 02, 03, 18;50;0;0;20 - 110;0
Jakarta Barat;Cengkareng;Kapuk;001, 005, 012;2016;3;10;01;20;0;0;  5 - 15;0
Jakarta Barat;Cengkareng;Rawa Buaya;001, 002, 004, 005, 009, 011;2016;3;20;01, 02;50;0;0;30 - 80;0
Jakarta Barat;Cengkareng;Kedaung Kaliangke;001, 005, 008;2016;3;10;01;;;;;
,0.0,0.0,0.0,  5 - 15,0.0;;;;;;;;;;;;
Jakarta Barat;Cengkareng;Duri Kosambi;001;2016;3;10;01;;;;;
,1.0,0.0,0.0,20 - 30,0.0;;;;;;;;;;;;
Jakarta Barat;Kembangan;Kembangan Selatan;001, 009;2016;3;30;01, 12, 13;;;;;
,0.0,0.0,0.0,30 - 100,0.0;;;;;;;;;;;;
Jakarta Barat;Kembangan;Kembangan Utara;001, 002, 003, 005;2016;3;10;01;;;;;
,2.0,0.0,0.0,20 - 100,0.0;;;;;;;;;;;;
Jakarta Barat;Kalideres;Tegal Alur;003, 004, 015;2016;3;10;01;;;;;
,3.0,0.0,0.0,  15 - 35,0.0;;;;;;;;;;;;
Jakarta Selatan;Cilandak;Pondok Labu;003;2016;3;20;12, 13;;;;;
,0.0,0.0,0.0,60 - 80,0.0;;;;;;;;;;;;
Jakarta Selatan;Kebayoran Baru;Petogogan;002;2016;3;10;12;;;;;
,0.0,0.0,0.0,  10 - 20 ,0.0;;;;;;;;;;;;
Jakarta Selatan;Kebayoran Lama;Cipulir;010;2016;3;20;12,13;;;;;
,0.0,0.0,0.0,  10 - 100,0.0;;;;;;;;;;;;
Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;011;2016;3;20;12, 13;;;;;
,0.0,0.0,0.0,  10 - 80,0.0;;;;;;;;;;;;
Jakarta Selatan;Kebayoran Lama;Pondok Pinang;005, 008;2016;3;20;12, 13;;;;;
,1.0,0.0,0.0,30 - 150,0.0;;;;;;;;;;;;
Jakarta Selatan;Mampang Prapatan;Tegal Parang;003, 004, 005;2016;3;10;16;;;;;
,0.0,0.0,0.0,35,0.0;;;;;;;;;;;;
Jakarta Selatan;Mampang Prapatan;Pela Mampang;005, 011;2016;3;10;01;;;;;
,0.0,0.0,0.0,  10 - 20,0.0;;;;;;;;;;;;
Jakarta Selatan;Mampang Prapatan;Bangka;003, 004;2016;3;20;22, 23;;;;;
,0.0,0.0,0.0,60 - 80,0.0;;;;;;;;;;;;
Jakarta Selatan;Pancoran;Pengadengan;001, 002;2016;3;30;05, 08, 12;;;;;
,0.0,0.0,0.0,20 - 70,0.0;;;;;;;;;;;;
Jakarta Selatan;Pancoran;Rawajati;001, 003, 007;2016;3;60;05, 08, 11, 12,13, 30;0;0;0;30 - 120;0
Jakarta Selatan;Pancoran;Kalibata;005, 009;2016;3;10;22;0;0;0;200;0
Jakarta Selatan;Pasar Minggu;Pejaten Timur;003, 005, 006, 007, 008, 010;2016;3;40;05, 08, 10, 12;0;0;0;50 - 300;0
Jakarta Selatan;Tebet;Bukit Duri;010, 011, 012;2016;3;60;08, 12, 10, 11, 12, 13;0;0;0;20 - 150;0
Jakarta Selatan;Tebet;Kebon Baru;010;2016;3;60;05, 08, 10, 11, 12, 13;0;0;0;30 - 120;0
Jakarta Selatan;Tebet;Manggarai;001, 004;2016;3;10;08;0;0;0;79;0
Jakarta Timur;Jatinegara;Bidara Cina;005, 006, 007, 011, 014, 015;2016;3;70;05, 09, 10, 12, 08, 13, 15;;;;;
,6.0,0.0,0.0,50 - 200,0.0;;;;;;;;;;;;
Jakarta Timur;Jatinegara;Kampung Melayu;001, 002, 003, 004, 005, 006, 007, 008;2016;3;70;05, 09, 10, 12, 08, 13;0;0;0;20 - 150;0
Jakarta Timur;Kramat Jati;Bale Kambang;001, 004, 005 ;2016;3;10;08;;;;;
,0.0,0.0,0.0,20 - 150,0.0;;;;;;;;;;;;
Jakarta Timur;Kramat Jati;Cawang;001, 002, 003, 005, 008, 012;2016;3;100;05, 08, 10, 11, 12, 13, 15, 18, 30;20;0;0;20 - 250;0
Jakarta Timur;Kramat Jati;Cililitan;005, 006, 007, 016;2016;3;90;05, 08, 09, 10, 12, 13, 15, 18, 30;0;0;0;30 - 250;0
Jakarta Timur;Makasar;Cipinang Melayu;004;2016;3;10;22;0;0;0;65;0
Jakarta Barat;Taman Sari;Pinangsia;001, 002, 003, 004, 007;2016;4;10;21;0;0;0; 10 - 50;0
Jakarta Selatan;Cilandak;Cilandak Barat;004, 008, 011;2016;4;10;21;0;0;0;50 - 60;0
Jakarta Selatan;Cilandak;Cipete Selatan;001, 007;2016;4;10;21;20;0;0;80 - 85;0
Jakarta Selatan;Cilandak;Pondok Labu;3;2016;4;20;19, 20 ;0;0;0;20 - 100;0
Jakarta Selatan;Jagakarsa;Lenteng Agung;3;2016;4;10;2;0;0;0;20 - 70;0
Jakarta Selatan;Jagakarsa;Srengseng Sawah;001, 002;2016;4;10;2;0;0;0;30 - 100;0
Jakarta Selatan;Jagakarsa;Tanjung Barat;4;2016;4;10;21;0;0;0;100;0
Jakarta Selatan;Kebayoran Baru;Cipete Utara;6;2016;4;10;20;0;0;0;40 - 50;0
Jakarta Selatan;Kebayoran Baru;Petogogan;3;2016;4;20;20, 22 ;0;0;0;80;0
Jakarta Selatan;Kebayoran Lama;Cipulir;005, 010;2016;4;20;07, 19;0;0;0; 5 - 40;0
Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;11;2016;4;10;19;0;0;0;20 - 30;0
Jakarta Selatan;Kebayoran Lama;Pondok Pinang;005, 008;2016;4;20;19, 21;0;0;0;80;0
Jakarta Selatan;Mampang Prapatan;Bangka;4;2016;4;10;20;0;0;0;20 - 30;0
Jakarta Selatan;Pancoran;Kalibata;005, 009;2016;4;20;20, 21;0;0;0;30 - 100;0
Jakarta Selatan;Pancoran;Pengadengan;001, 002;2016;4;20;02, 03;0;0;0;20 - 70;0
Jakarta Selatan;Pancoran;Rawajati;001, 003, 007;2016;4;30;02, 03, 21;0;0;0;20 - 100;0
Jakarta Selatan;Pasar Minggu;Cilandak Timur;001, 003;2016;4;10;19;10;0;0;30 - 80;0
Jakarta Selatan;Pasar Minggu;Jatipadang;002, 003, 004, 005, 006, 008, 009, 010;2016;4;30;20, 21, 22;0;0;0;30 - 150;0
Jakarta Selatan;Pasar Minggu;Kebagusan;003, 004, 005, 006, 007, 008;2016;4;20;19, 21;20;0;0;50 - 130;0
Jakarta Selatan;Pasar Minggu;Pejaten Barat;004, 007, 008;2016;4;20;21, 22;80;0;0;30 - 120;0
Jakarta Selatan;Pasar Minggu;Pejaten Timur;003, 005, 006, 007, 008, 009,010;2016;4;30;02, 21, 22;0;0;0;100 - 250;0
Jakarta Selatan;Tebet;Bukit Duri;010, 011, 012;2016;4;30;02, 03, 21;0;0;0;20 - 80;0
Jakarta Selatan;Tebet;Kebon Baru;10;2016;4;40;02, 03, 21, 22;0;0;0;30 - 60;0
Jakarta Timur;Cipayung;Bambu Apus;001, 002, 003;2016;4;10;21;0;0;0;50 - 90;0
Jakarta Timur;Cipayung;Cilangkap;002, 003, 004, 006;2016;4;10;21;0;0;0; 10 - 70;0
Jakarta Timur;Cipayung;Lubang Buaya;003, 012;2016;4;10;21;0;0;0;40 - 50;0
Jakarta Timur;Cipayung;Setu;1;2016;4;10;21;0;0;0;30 - 40;0
Jakarta Timur;Ciracas;Cibubur;002, 003, 012;2016;4;10;25;0;0;0;30 - 80;0
Jakarta Timur;Ciracas;Rambutan;001, 002, 003, 004, 005, 006;2016;4;40;20, 21, 25, 26;60;0;0;20 - 120;0
Jakarta Timur;Jatinegara;Bidara Cina;005, 006, 007, 011, 014;2016;4;30;02, 03, 21;20;0;0;20 - 100;0
Jakarta Timur;Jatinegara;Kampung Melayu;001, 002, 003, 004, 005, 006, 007, 008;2016;4;50;02, 03, 21, 22, 26;80;0;0;100 - 125;0
Jakarta Timur;Kramat Jati;Bale Kambang;001, 004, 005;2016;4;20;2, 3;0;0;0;20 - 100;0
Jakarta Timur;Kramat Jati;Batu Ampar;2;2016;4;10;21;0;0;0;50;0
Jakarta Timur;Kramat Jati;Cawang;001, 002, 003, 005, 006, 008;2016;4;40;02, 03, 21, 26;60;0;0;80 - 360 ;0
Jakarta Timur;Kramat Jati;Cililitan;005, 006, 007, 016;2016;4;50;02, 03, 21, 22, 26 ;10;0;0;20 - 200;0
Jakarta Timur;Kramat Jati;Dukuh;001, 002, 003, 004, 005, 006;2016;4;20;21, 22 ;0;0;0;30 - 150;0
Jakarta Timur;Kramat Jati;Kampung Tengah;003, 010;2016;4;10;21;0;0;0;100;0
Jakarta Timur;Kramat Jati;Kramat Jati;009, 011;2016;4;20;21;10;0;0;20;0
Jakarta Timur;Makasar;Cipinang Melayu;003, 004, 010;2016;4;20;21, 22;30;0;0;20 - 180;0
Jakarta Timur;Makasar;Halim Perdana Kusuma;005, 007, 008;2016;4;20;20, 21;0;0;0;50 - 100;0
Jakarta Timur;Pasar Rebo;Gedong;002, 010, 011;2016;4;10;21;0;0;0;30 - 40;0
Jakarta Timur;Pasar Rebo;Pekayon;004, 007;2016;4;10;25;0;0;0;50 - 60;0
Jakarta Utara;Pademangan;Pademangan Barat;005, 006, 010, 016;2016;4;10;21;0;0;0;30 - 40;0
Jakarta Pusat;Gambir;Gambir;001, 004;2016;4;10;21;0;0;0;30;0
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;005;2016;5;10;26;0;0;0;60 - 80;0
Jakarta Barat;Kedoya Selatan;Kembangan Selatan;009;2016;5;10;25;0;0;0;  10 - 30 ;0
Jakarta Selatan;Cilandak;Pondok Labu;007;2016;5;10;25;0;0;0;30 - 70 ;0
Jakarta Selatan;Kebayoran Lama;Cipulir;009, 010;2016;5;30;08, 23, 25;0;0;0;40 - 100;0
Jakarta Selatan;Pesanggrahan;Ulujami;005;2016;5;20;23;0;0;0;15 - 20;0
Jakarta Selatan;Pancoran;Pengadengan;001, 002;2016;5;10;25;0;0;0;  10 - 20;0
Jakarta Selatan;Pancoran;Rawajati;001, 003, 007;2016;5;10;25;0;0;0;50 -70;0
Jakarta Selatan;Pasar Minggu;Pejaten Timur;005;2016;5;10;25;0;0;0;30 - 60;0
Jakarta Timur;Jatinegara;Bidara Cina;007, 011;2016;5;20;01, 25 ;0;0;0;  5 - 20;0
Jakarta Timur;Duren Sawit;Pondok Kelapa;  008;2016;5;10;09;0;0;0;30 - 50;0
Jakarta Timur;Kramat Jati;Cawang;001, 002, 003, 005, 008;2016;5;10;25;0;0;0;30 - 80 ;0
Jakarta Timur;Kramat Jati;Cililitan;007, 011;2016;5;10;25;0;0;0;20 - 200;0
Jakarta Timur;Kramat Jati;Dukuh;  002;2016;5;10;7;0;0;0;30;0
Jakarta Selatan;Jagakarta;Lenteng Agung;006;2016;6;10;18;0;0;0;  10;0
Jakarta Selatan;Kebayoran Lama;Cipulir;010;2016;6;10;08;0;0;0;  70;0
Jakarta Selatan;Kebayoran Lama;Pondok Pinang;005;2016;6;10;09;0;0;0;15 - 65;0
Jakarta Selatan;Pancoran;Duren Tiga;006;2016;6;20;06, 07;0;0;0;20 - 30;0
Jakarta Selatan;Pasar Minggu;Pejaten Timur;001;2016;6;20;06, 07;0;0;0;20 - 30;0
Jakarta Timur;Ciracas;Cibubur;003;2016;6;10;18;0;0;0;15;0
Jakarta Timur;Ciracas;Ciracas;005;2016;6;10;18;0;0;0;0 - 30;0
Jakarta Timur;Ciracas;Kelapa Dua Wetan;002, 009;2016;6;10;18;0;0;0;20 - 25;0
Jakarta Timur;Ciracas;Rambuta;002, 005, 006;2016;6;10;18;0;0;0;0 - 30;0
Jakarta Timur;Ciracas;Susukan;005;2016;6;10;18;0;0;0;15;0
Jakarta Timur;Duren Sawit;Pondok Bambu;009, 012;2016;6;20;06, 07;0;0;0;20 - 30;0
Jakarta Timur;Kramat Jati;Batu Ampar;003;2016;6;20;06, 07;0;0;0;20 - 30;0
Jakarta Timur;Kramat Jati;Cawang;001, 002, 003, 005, 008;2016;6;10;18;0;0;0;  10 - 50;0
Jakarta Timur;Kramat Jati;Cililitan;006, 007;2016;6;10;18;0;0;0;40 - 90;0
Jakarta Timur;Kramat Jati;Dukuh;001, 004, 005, 006;2016;6;20;06, 18;0;0;0;15 - 30;0
Jakarta Timur;Kramat Jati;Kramat Jati;009;2016;6;20;06, 07;0;0;0;20 - 30;0
Jakarta Timur;Makasar;Cipinang Melayu;003, 004, 007;2016;6;10;18;0;0;0;30 - 70;0
Jakarta Timur;Makasar;Halim Perdana Kusuma;005, 012;2016;6;30;06, 07, 18;0;0;0;20 - 30;0
Jakarta Timur;Makasar;Kebon Pala;001, 005, 009, 010, 011;2016;6;10;18;0;0;0;20 - 30;0
Jakarta Utara;Cilincing;Cilincing;009;2016;6;10;18;0;0;0;  5 - 15;0
Jakarta Utara;Cilincing;Marunda;002, 007;2016;6;10;5;0;0;0;  10 - 15;0
Jakarta Utara;Penjaringan;Penjaringan;017;2016;6;10;05, 07;;;;;
,0.0,0.0,0.0,  10 - 30,0.0;;;;;;;;;;;;
Jakarta Utara;Penjaringan;Pluit;001, 011, 015, 016, 020, 021;2016;6;40;03, 04, 05, 06;0;0;0;30 - 50;0
Jakarta Selatan;Grogol Petamburan;Jelambar;  001;2016;7;10;  02;0;0;0;30;0
Jakarta Selatan;Kebon Jeruk;Kedoya Selatan;  005;2016;7;10;22;0;0;0;30 - 60 ;0
Jakarta Selatan;Kembangan;Kembangan Selatan;  009;2016;7;10;22;0;0;0;20 - 50 ;0
Jakarta Selatan;Cilandak;Cilandak Barat;  002;2016;7;10;24;0;0;0;20 - 30 ;0
Jakarta Selatan;Cilandak;Lebak Bulus;004, 008;2016;7;10;24;10;0;0;70 - 100 ;0
Jakarta Selatan;Cilandak;Pondok Labu;001, 007, 010;2016;7;10;24;10;0;0;70 - 100 ;0
Jakarta Selatan;Jagakarsa;Jagakarsa;001, 003, 004;2016;7;10;17;0;0;0;15 - 20 ;0
Jakarta Selatan;Kebayoran Lama;Cipulir;010, 011;2016;7;30;04, 21, 22;20;0;0;30 - 100 ;0
Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;  011;2016;7;10;22;0;0;0;  10 - 25 ;0
Jakarta Selatan;Kebayoran Lama;Pondok Pinang;001, 005, 008;2016;7;30;04, 22, 24;10;0;0;30 - 190 ;0
Jakarta Selatan;Pasar Minggu;Jati Padang;  008;2016;7;10;22;0;0;0;20 - 40 ;0
Jakarta Selatan;Pesanggrahan;Bintaro;004, 005, 014;2016;7;10;22;0;0;0;20 - 50 ;0
Jakarta Selatan;Pesanggrahan;Ulujami;005, 007;2016;7;10;22, 23;10;0;0;50 - 120 ;0
Jakarta Selatan;Tebet;Bukit Duri;  013;2016;7;10;  04;0;0;0;30 - 50 ;0
Jakarta Selatan;Kebayoran Baru;Petogogan;002, 003;2016;7;10;20;0;0;0;20 - 50 ;0
Jakarta Timur;Cipayung;Bambu Apus;  002;2016;7;10;19;0;0;0;20;0
Jakarta Timur;Ciracas;Ciracas;003, 004, 005, 006, 008, 009;2016;7;30;17, 18, 19;0;0;0;20 - 40 ;0
Jakarta Timur;Ciracas;Kelapa Dua Wetan;002, 004, 008, 012;2016;7;10;19;0;0;0;30 - 50 ;0
Jakarta Timur;Ciracas;Rambutan;002, 003, 005, 006;2016;7;20;17, 19;0;0;0;30 - 150 ;0
Jakarta Timur;Makasar;Cipinang Melayu;002, 003, 004, 005;2016;7;20;17, 19, 20;0;0;0;20 - 80 ;0
Jakarta Timur;Makasar;Halim Perdana Kusuma;  007;2016;7;10;19;0;0;0;  10 - 50 ;0
Jakarta Timur;Pasar Rebo;Baru;001, 002, 006, 007, 010;2016;7;20;17, 19;0;0;0;50 - 160 ;0
Jakarta Timur;Pasar Rebo;Cijantung;001, 009;2016;7;10;17;0;0;0;20 - 70 ;0
Jakarta Timur;Pasar Rebo;Kalisari;002, 003, 011;2016;7;20;17;0;0;0;40 - 100 ;0
Jakarta Timur;Pasar Rebo;Pekayon;  007;2016;7;20;17, 19;0;0;0;30 - 50 ;0
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;003, 005;2016;8;10;20;0;0;0;30;0
Jakarta Barat;Kembangan;Kembangan Utara;  001;2016;8;10;28;0;0;0;50 - 60 ;0
Jakarta Selatan;Cilandak;Cipete Selatan;001, 007;2016;8;20;27, 28;0;0;0;  10 - 60 ;0
Jakarta Selatan;Cilandak;Gandaria Selatan;006, 007;2016;8;40;19, 20, 27, 28;0;0;0;  10 - 100 ;0
Jakarta Selatan;Cilandak;Pondok Labu;001, 002, 003, 006, 007, 010;2016;8;40;19, 20, 27, 28;0;0;0;20 - 80 ;0
Jakarta Selatan;Kebayoran Baru;Kramat Pela;  009;2016;8;20;19, 20;0;0;0;  10 - 30 ;0
Jakarta Selatan;Kebayoran Baru;Petogogan;001, 002, 003;2016;8;20;27, 28;0;0;0;30 - 100 ;0
Jakarta Selatan;Kebayoran Lama;Pondok Pinang;005, 008;2016;8;20;19, 20;0;0;0;  10 - 100 ;0
Jakarta Selatan;Mampang Prapatan;Bangka;  001;2016;8;20;27, 28;0;0;0;50 - 100 ;0
Jakarta Selatan;Mampang Prapatan;Mampang Prapatan;001, 004, 006;2016;8;20;27, 28;0;0;0;  10 - 30 ;0
Jakarta Selatan;Mampang Prapatan;Pela Mampang;004, 005, 006;2016;8;20;27, 28;0;0;0;30 - 50 ;0
Jakarta Selatan;Pasar Minggu;Jati Padang;002, 004, 005, 006, 007, 009;2016;8;40;19, 20, 27, 28;10;0;0;  10 - 70 ;0
Jakarta Selatan;Pasar Minggu;Ragunan;001, 002, 005, 008, 009;2016;8;40;19, 20, 27, 28;0;0;0;20 - 120 ;0
Jakarta Selatan;Pesanggrahan;Pesanggrahan;  005;2016;8;20;27, 28;0;0;0;50;0
Jakarta Selatan;Pesanggrahan;Ulujami;003, 005;2016;8;40;19, 20, 27, 28;0;0;0;  10 - 50 ;0
Jakarta Timur;Ciracas;Cibubur;002, 003, 004;2016;8;20;19, 20;0;0;0;  10 - 75 ;0
Jakarta Timur;Ciracas;Ciracas;002, 003, 004, 005, 006, 008, 009, 010;2016;8;20;27, 28;0;0;0;20 - 70 ;0
Jakarta Timur;Ciracas;Kelapa Dua Wetan;002, 008;2016;8;50;27, 28, 29, 30, 31;0;0;0;20 - 80 ;0
Jakarta Timur;Ciracas;Rambutan;001, 002, 003, 005, 006;2016;8;40;19, 20, 27, 28;30;0;0;  10 - 100 ;0
Jakarta Timur;Kramat Jati;Dukuh;003, 004;2016;8;20;27, 28;0;0;0;30 - 50 ;0
Jakarta Timur;Makasar;Halim Perdana Kusuma;005, 007, 008;2016;8;20;27, 28;0;0;0;  10 - 50 ;0
Jakarta Timur;Makasar;Kebon Pala;005, 009;2016;8;20;27, 28;0;0;0;  10 ;0
Jakarta Timur;Pasar Rebo;Cijantung;001, 002, 003, 004, 005, 006, 007, 008, 009, 010, 011;2016;8;20;27, 28;0;0;0;20 - 80 ;0
Jakarta Timur;Pasar Rebo;Kalisari;003, 004, 008, 011;2016;8;20;27, 28;0;0;0;30 - 100 ;0
Jakarta Timur;Pasar Rebo;Pekayon;  007;2016;8;10;19;0;0;0;50 - 100 ;0
Jakarta Barat;Kebon Jeruk;Kedoya Selatan;  005;2016;9;20;07, 08;0;0;0;  10 - 40 ;0
Jakarta Barat;Kebon Jeruk;Kedoya Utara;002, 008;2016;9;10;25;0;0;0;  10 - 40 ;0
Jakarta Barat;Kembangan;Kembangan Selatan;005, 009;2016;9;10;8;0;0;0;  10 - 20 ;0
Jakarta Barat;Kembangan;Kembangan Utara;  001;2016;9;10;25;0;0;0;20 - 60 ;0
Jakarta Selatan;Pasar Minggu;Cilandak Timur;001, 003, 004;2016;9;10;01, 08;0;0;0;20 - 60 ;0
Jakarta Selatan;Pasar Minggu;Pasar Minggu;  007;2016;9;10;25;0;0;0;  10 - 40 ;0
Jakarta Selatan;Kebayoran Baru;Cipete Utara;002, 006, 010;2016;9;20;07, 08;0;0;0;  10 - 100 ;0
Jakarta Selatan;Kebayoran Baru;Petogogan;001, 002, 003;2016;9;10;08, 24, 25;0;0;0;  5 - 70 ;0
Jakarta Selatan;Kebayoran Lama;Cipulir;  010;2016;9;20;07, 08, 15;0;0;0;170;0
Jakarta Selatan;Kebayoran Lama;Pondok Pinang;002, 003, 004, 005, 007, 008;2016;9;20;07, 08;0;0;0;  10 - 95 ;0
Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;  002;2016;9;10;07;0;0;0;  10 - 30 ;0
Jakarta Selatan;Mampang Prapatan;Bangka;002, 003, 004;2016;9;20;07, 25,26;30;0;0;20 - 150 ;0
Jakarta Selatan;Pancoran;Rawajati;  010;2016;9;10;07;0;0;0;  10 - 20 ;0
Jakarta Selatan;Pancoran;Kalibata;005, 008, 009;2016;9;10;25;0;0;0;30 - 50 ;0
Jakarta Selatan;Pancoran;Duren Tiga;001, 005;2016;9;10;25;0;0;0;50 - 60 ;0
Jakarta Selatan;Pancoran;Pancoran;  004;2016;9;10;25;0;0;0;  10 - 30 ;0
Jakarta Selatan;Tebet;Bukit Duri;007, 010;2016;9;20;07, 08;0;0;0;  10 - 40 ;0
Jakarta Selatan;Cilandak;Pondok Labu;003, 007, 010;2016;9;20;07, 08;0;0;0;30 - 50 ;0
Jakarta Selatan;Pesanggrahan;Ulujami;001, 003, 005, 007;2016;9;10;08;0;0;0;20 - 60 ;0
Jakarta Timur;Jatinegara;Bidara Cina;007, 011;2016;9;10;04, 07;0;0;0;  10 - 50 ;0
Jakarta Timur;Jatinegara;Kampung Melayu;004, 005, 007, 008;2016;9;10;07, 08, 15;20;0;0;  5 - 60 ;0
Jakarta Timur;Jatinegara;Cipinang Besar Selatan;  001;2016;9;10;24;0;0;0;  10 - 50 ;0
Jakarta Timur;Kramat Jati;Cawang;001, 002, 003, 005, 008;2016;9;10;07, 15;0;0;0;  10 -70 ;0
Jakarta Timur;Kramat Jati;Cililitan;006, 007;2016;9;10;7;0;0;0;20 - 50 ;0
Jakarta Timur;Kramat Jati;Batu Ampar;  003;2016;9;10;25;0;0;0;20 - 40 ;0
Jakarta Timur;Kramat Jati;Tengah;005, 007, 009;2016;9;10;25;0;0;0;20 - 60 ;0
Jakarta Timur;Makasar;Cipinang Melayu;003, 004;2016;9;10;05, 15, 17, 20, 24, 25;40;0;0;20 - 170 ;0
Jakarta Timur;Makasar;Halim Perdana Kusuma;005, 007, 008;2016;9;20;24, 25, 26;0;0;0;20 - 90 ;0
Jakarta Timur;Duren Sawit;Pondok Kelapa;  008;2016;9;10;25;0;0;0;  10 - 35 ;0
Jakarta Utara;Tanjung Priok;Sungai Bambu;001, 002;2016;9;10;25;0;0;0;  10 - 20 ;0
Jakarta Barat;Kembangan;Kembangan Utara;001, 004, 005, 010;2016;10;20;23, 24;0;0;0;50 - 80 ;0
Jakarta Selatan;Cilandak;Pondok Labu;001, 003, 007, 009, 010;2016;10;20;11;0;0;0;  10 - 40 ;0
Jakarta Selatan;Cilandak;Cipete Selatan;003, 006;2016;10;20;  04;0;0;0;20 - 40 ;0
Jakarta Selatan;Jagakarsa;Cipedak;004, 005, 006;2016;10;20;10, 11;0;0;0;  10 - 30 ;0
Jakarta Selatan;Kebayoran Baru;Gandaria Utara;  012;2016;10;20;04, 05;0;0;0;  10 - 30 ;0
Jakarta Selatan;Kebayoran Baru;Petogogan;001, 002, 003;2016;10;40;04, 05, 10, 12, 23;0;0;0;90;0
Jakarta Selatan;Kebayoran Lama;Cipulir;  010;2016;10;30;10, 11, 23;0;0;0;60;0
Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara; 005;2016;10;20;04, 05;0;0;0;30 - 40 ;0
Jakarta Selatan;Kebayoran Lama;Pondok Pinang;  005;2016;10;10;23;0;0;0;  10 - 40 ;0
Jakarta Selatan;Mampang Prapatan;Bangka;001, 002, 003, 004, 005;2016;10;40;04, 05, 23;0;0;0;80;0
Jakarta Selatan;Mampang Prapatan;Pela Mampang;004, 007;2016;10;20;04, 05;0;0;0;20 - 40 ;0
Jakarta Selatan;Pancoran;Kalibata;005, 008, 009;2016;10;40;04, 05, 10, 11;0;0;0;50;0
Jakarta Selatan;Pasar Minggu;Cilandak Timur;001, 003;2016;10;20;10, 11;0;0;0;20 - 40 ;0
Jakarta Selatan;Pasar Minggu;Pejaten Timur;005, 006, 007, 008;2016;10;10;11;0;0;0;  10 - 90 ;0
Jakarta Selatan;Tebet;Bukit Duri;010, 011;2016;10;10;11;0;0;0;  10 - 20 ;0
Jakarta Timur;Jatinegara;Bidara Cina;007, 011;2016;10;10;11;0;0;0;20;0
Jakarta Timur;Jatinegara;Kampung Melayu;004, 005, 007, 008;2016;10;20;11, 20;0;0;0;50 - 100 ;0
Jakarta Timur;Kramat Jati;Cawang;001, 002, 003, 005, 008;2016;10;10;11;0;0;0;30 - 100 ;0
Jakarta Timur;Kramat Jati;Cililitan;006, 007;2016;10;10;11;0;0;0;50 - 90 ;0
Jakarta Selatan;KEBAYORAN BARU;PETOGOGAN;01, 02, 03;2017;1;0;10;;;;;
"(1 Hari)""";0.0;0.0;0.0;;0;;;;;;;
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;011;2017;1;0;10;;;;;
"(1 Hari)""";0.0;0.0;0.0;;0;;;;;;;
Jakarta Selatan;KEBAYORAN LAMA;KEBAYORAN LAMA SELATAN;012;2017;1;0;10;;;;;
"(1 Hari)""";0.0;0.0;0.0;;0;;;;;;;
Jakarta Timur;DUREN SAWIT;KLENDER;011;2017;1;0;11;;;;;
"(1 Hari)""";0.0;0.0;0.0;;0;;;;;;;
Jakarta Barat;CENGKARENG;CENGKARENG TIMUR;2.0;2017;2;0;0.0;0;0;0;21 - 22;
"(2 Hari)""";0.0;;;;;;;;;;;
Jakarta Barat;CENGKARENG;KAPUK;14.0;2017;2;0;0.0;0;0;0;21 - 23;
"(3 Hari)""";0.0;;;;;;;;;;;
Jakarta Barat;CENGKARENG;KEDAUNG KALI ANGKE;3.0;2017;2;0;0.0;0;0;0;21 - 22;
"(2 Hari)""";0.0;;;;;;;;;;;
Jakarta Barat;CENGKARENG;RAWA BUAYA;10.0;2017;2;0;0.0;0;0;2720;20 - 24;
"(5 Hari)""";0.0;;;;;;;;;;;
Jakarta Barat;GROGOL PETAMBURAN;WIJAYA KESUMA;1.0;2017;2;0;0.0;0;0;0;16;
"(1 Hari)""";0.0;;;;;;;;;;;
Jakarta Barat;KALI DERES;SEMANAN;4.0;2017;2;0;1.0;0;0;0;21;
"(1 Hari)""";0.0;;;;;;;;;;;
Jakarta Barat;KALI DERES;TEGAL ALUR;13.0;2017;2;0;0.0;0;0;680;21 - 23;
"(3 Hari)""";0.0;;;;;;;;;;;
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;1.0;2017;2;0;2.0;0;0;0;26;
